
['PA01AI01', '2019121915302362033904']
['PD01BR03', '2018.09.20']
['PD01CD01', '逾期']
['PD01CJ01', '1006']
['PD01CD02', '次级']
['PD01CS01', '10']
['PD01CR02', '2018.09.19']
['PD01CJ04', '60']
['PD01CJ05', '0']
['PD01CR03', '2018.06.19']
['PD01CS02', '3']
['PD01CJ06', '200']
['PD01CJ07', '60']
['PD01CJ08', '60']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'C557']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2014.01.16']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '1007']
['PD01BR02', '2018.06.19']
['PD01BJ02', '0']
['PD01BD03', '次级']
['PD01BR03', '2018.09.20']
['PD01CD01', '逾期']
['PD01CJ01', '1007']
['PD01CD02', '次级']
['PD01CS01', '10']
['PD01CR02', '2018.09.19']
['PD01CJ04', '60']
['PD01CJ05', '0']
['PD01CR03', '2018.06.19']
['PD01CS02', '3']
['PD01CJ06', '200']
['PD01CJ07', '60']
['PD01CJ08', '60']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'C557']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2014.02.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BJ01', '4800']
['PD01BR02', '2018.07.10']
['PD01BJ02', '4800']
['PD01BD03', '正常']
['PD01BD04', 'N']
['PD01BR03', '2018.06.20']
['PD01CD01', '逾期']
['PD01CJ01', '4800']
['PD01CD02', '关注']
['PD01CS01', '48']
['PD01CR02', '2018.06.19']
['PD01CJ04', '100']
['PD01CJ05', '0']
['PD01CR03', '2018.05.19']
['PD01CS02', '1']
['PD01CJ06', '100']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.06.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'E556']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2015.01.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '1']
['PD01BR02', '2018.01.19']
['PD01BJ02', '0']
['PD01BD03', '关注']
['PD01BR03', '2018.03.20']
['PD01CD01', '逾期']
['PD01CJ01', '1']
['PD01CD02', '关注']
['PD01CS01', '1']
['PD01CR02', '2018.03.19']
['PD01CJ04', '1']
['PD01CJ05', '0']
['PD01CR03', '2018.01.19']
['PD01CS02', '2']
['PD01CJ06', '300']
['PD01CJ07', '299']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.03.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'E556']
['PD01AD03', '农户贷款']
['PD01AR01', '2015.01.12']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '10']
['PD01BR02', '2018.01.19']
['PD01BJ02', '0']
['PD01BD03', '关注']
['PD01BR03', '2018.03.20']
['PD01CD01', '逾期']
['PD01CJ01', '10']
['PD01CD02', '关注']
['PD01CS01', '1']
['PD01CR02', '2018.03.19']
['PD01CJ04', '10']
['PD01CJ05', '0']
['PD01CR03', '2018.01.19']
['PD01CS02', '2']
['PD01CJ06', '300']
['PD01CJ07', '290']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.03.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'E556']
['PD01AD03', '股票质押式回购交易']
['PD01AR01', '2015.01.14']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '100']
['PD01BR02', '2018.01.19']
['PD01BJ02', '0']
['PD01BD03', '关注']
['PD01BR03', '2018.03.20']
['PD01CD01', '逾期']
['PD01CJ01', '100']
['PD01CD02', '关注']
['PD01CS01', '1']
['PD01CR02', '2018.03.19']
['PD01CJ04', '100']
['PD01CJ05', '0']
['PD01CR03', '2018.01.19']
['PD01CS02', '2']
['PD01CJ06', '300']
['PD01CJ07', '200']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.03.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'E556']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2015.01.16']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '1000']
['PD01BR02', '2018.01.19']
['PD01BJ02', '0']
['PD01BD03', '关注']
['PD01BR03', '2018.03.20']
['PD01CD01', '逾期']
['PD01CJ01', '1000']
['PD01CD02', '关注']
['PD01CS01', '10']
['PD01CR02', '2018.03.19']
['PD01CJ04', '150']
['PD01CJ05', '0']
['PD01CR03', '2018.01.19']
['PD01CS02', '2']
['PD01CJ06', '300']
['PD01CJ07', '150']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.03.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'C557']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2012.10.10']
['PD01AD04', '美元']
['PD01AJ01', '10000']
['PD01AR02', '2099.12.31']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '正常']
['PD01BJ01', '6400']
['PD01BR02', '2015.10.19']
['PD01BJ02', '1000']
['PD01BD03', '正常']
['PD01BR03', '2015.10.20']
['PD01CD01', '正常']
['PD01CJ01', '6400']
['PD01CD02', '正常']
['PD01CS01', '64']
['PD01CR02', '2015.10.19']
['PD01CJ04', '1000']
['PD01CJ05', '1000']
['PD01CR03', '2015.10.19']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2015.10.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '个人汽车消费贷款']
['PD01AR01', '2012.11.10']
['PD01AD04', '人民币元']
['PD01AJ01', '100000']
['PD01AR02', '2020.12.20']
['PD01AD05', '不区分还款方式']
['PD01AD06', '月']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '正常']
['PD01BJ01', '50000']
['PD01BR02', '2015.09.19']
['PD01BJ02', '10000']
['PD01BD03', '正常']
['PD01BR03', '2015.09.20']
['PD01CD01', '正常']
['PD01CJ01', '50000']
['PD01CD02', '正常']
['PD01CR02', '2015.09.19']
['PD01CJ04', '10000']
['PD01CJ05', '10000']
['PD01CR03', '2015.09.19']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2015.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '融资融券业务']
['PD01AR01', '2012.12.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '司法追偿']
['PD01BJ01', '8900']
['PD01BR02', '2013.09.19']
['PD01BJ02', '1000']
['PD01BD03', '正常']
['PD01BR03', '2013.09.20']
['PD01CD01', '司法追偿']
['PD01CJ01', '8900']
['PD01CD02', '正常']
['PD01CS01', '89']
['PD01CR02', '2013.09.19']
['PD01CJ04', '1000']
['PD01CJ05', '1000']
['PD01CR03', '2013.09.19']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2013.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2015.01.12']
['PD01AD04', '人民币元']
['PD01AJ01', '1000000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '司法追偿']
['PD01BJ01', '790000']
['PD01BR02', '2016.10.19']
['PD01BJ02', '100000']
['PD01BD03', '正常']
['PD01BR03', '2016.10.20']
['PD01CD01', '司法追偿']
['PD01CJ01', '790000']
['PD01CD02', '正常']
['PD01CS01', '79']
['PD01CR02', '2016.10.19']
['PD01CJ04', '100000']
['PD01CJ05', '100000']
['PD01CR03', '2016.10.19']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2016.10.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '其他证券类融资']
['PD01AR01', '2012.12.10']
['PD01AD04', '美元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '正常']
['PD01BJ01', '5800']
['PD01BR02', '2015.09.19']
['PD01BJ02', '1000']
['PD01BD03', '未分类']
['PD01BR03', '2015.09.20']
['PD01CD01', '正常']
['PD01CJ01', '5800']
['PD01CD02', '未分类']
['PD01CS01', '67']
['PD01CR02', '2015.09.19']
['PD01CJ04', '1000']
['PD01CJ05', '1000']
['PD01CR03', '2015.09.19']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2015.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '约定购回式证券交易']
['PD01AR01', '2013.02.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '6900']
['PD01BR02', '2015.08.19']
['PD01BJ02', '0']
['PD01BD03', '未分类']
['PD01BR03', '2015.09.20']
['PD01CD01', '逾期']
['PD01CJ01', '6900']
['PD01CD02', '未分类']
['PD01CS01', '69']
['PD01CR02', '2015.09.19']
['PD01CJ04', '100']
['PD01CJ05', '0']
['PD01CR03', '2015.08.19']
['PD01CS02', '1']
['PD01CJ06', '100']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2015.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2014.02.12']
['PD01AD04', '人民币元']
['PD01AJ01', '10000000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '正常']
['PD01BJ01', '5600000']
['PD01BR02', '2017.10.19']
['PD01BJ02', '1000000']
['PD01BD03', '未分类']
['PD01BR03', '2017.10.20']
['PD01CD01', '正常']
['PD01CJ01', '5600000']
['PD01CD02', '未分类']
['PD01CS01', '56']
['PD01CR02', '2017.10.19']
['PD01CJ04', '1000000']
['PD01CJ05', '1000000']
['PD01CR03', '2017.10.19']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2017.10.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '个人住房公积金贷款']
['PD01AR01', '2014.02.14']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '正常']
['PD01BJ01', '10000']
['PD01BR02', '2014.02.14']
['PD01BJ02', '0']
['PD01BD03', '未分类']
['PD01BR03', '2014.02.20']
['PD01CD01', '正常']
['PD01CJ01', '10000']
['PD01CD02', '未分类']
['PD01CS01', '100']
['PD01CJ04', '0']
['PD01CJ05', '0']
['PD01CR03', '2014.02.14']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2014.02.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2011.01.10']
['PD01AD04', '人民币元']
['PD01AJ01', '100000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2012.09.20']
['PD01BR03', '2012.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '个人助学贷款']
['PD01AR01', '2011.01.12']
['PD01AD04', '人民币元']
['PD01AJ01', '100000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2012.09.20']
['PD01BR03', '2012.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '个人商用房（含商住两用）贷款']
['PD01AR01', '2011.01.13']
['PD01AD04', '人民币元']
['PD01AJ01', '100000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2012.09.20']
['PD01BR03', '2012.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '约定购回式证券交易']
['PD01AR01', '2011.01.14']
['PD01AD04', '人民币元']
['PD01AJ01', '100000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2012.09.20']
['PD01BR03', '2012.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2011.01.16']
['PD01AD04', '人民币元']
['PD01AJ01', '100000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2012.09.20']
['PD01BR03', '2012.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'Q731']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2012.01.10']
['PD01AD04', '美元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.09.20']
['PD01BR03', '2018.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'Q731']
['PD01AD03', '经营性农户贷款']
['PD01AR01', '2012.01.12']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.09.20']
['PD01BR03', '2018.09.20']
['PD01FS01', '12']
['PD01FD01', '展期']
['PD01FR01', '2018.02.01']
['PD01FS02', '1']
['PD01FJ01', '1000']
['PD01FQ01', '展期']
['PD01FD01', '担保人（第三方）代偿']
['PD01FR01', '2018.02.02']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '担保人(第三方)代偿']
['PD01FD01', '以资抵债']
['PD01FR01', '2018.02.03']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '以资抵债']
['PD01FD01', '提前还款']
['PD01FR01', '2018.02.04']
['PD01FS02', '4']
['PD01FJ01', '1000']
['PD01FQ01', '提前还款']
['PD01FD01', '提前结清']
['PD01FR01', '2018.02.05']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '提前结清']
['PD01FD01', '司法追偿']
['PD01FR01', '2018.02.06']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '司法追偿']
['PD01FD01', '债务减免']
['PD01FR01', '2018.02.07']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '债务减免']
['PD01FD01', '资产剥离']
['PD01FR01', '2018.02.08']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '资产剥离']
['PD01FD01', '资产转让']
['PD01FR01', '2018.02.09']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '资产转让']
['PD01FD01', '信用卡个性化分期']
['PD01FR01', '2018.02.10']
['PD01FS02', '14']
['PD01FJ01', '1000']
['PD01FQ01', '信用卡个性化分期']
['PD01FD01', '银行主动延期']
['PD01FR01', '2018.02.12']
['PD01FS02', '16']
['PD01FJ01', '1000']
['PD01FQ01', '银行主动延期']
['PD01FD01', '强制平仓']
['PD01FR01', '2018.02.13']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '强制平仓']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'Q731']
['PD01AD03', '约定购回式证券交易']
['PD01AR01', '2012.01.14']
['PD01AD04', '美元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.09.20']
['PD01BR03', '2018.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'Q731']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2012.01.16']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.09.20']
['PD01BR03', '2018.09.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '个人住房公积金贷款']
['PD01AR01', '2012.01.18']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.07.20']
['PD01BR03', '2018.07.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '消费性农户贷款']
['PD01AR01', '2012.02.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.07.20']
['PD01BR03', '2018.07.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '股票质押式回购交易']
['PD01AR01', '2012.02.12']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.07.20']
['PD01BR03', '2018.07.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2012.02.14']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.07.20']
['PD01BR03', '2018.07.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'C557']
['PD01AD03', '个人商用房（含商住两用）贷款']
['PD01AR01', '2013.01.10']
['PD01AD04', '日元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.06.20']
['PD01BR03', '2018.06.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'C557']
['PD01AD03', '其他个人消费贷款']
['PD01AR01', '2013.01.12']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.06.20']
['PD01BR03', '2018.06.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'C557']
['PD01AD03', '融资融券业务']
['PD01AR01', '2013.01.14']
['PD01AD04', '日元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.06.20']
['PD01BR03', '2018.06.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AI04', 'C557']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2013.01.16']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.06.20']
['PD01BR03', '2018.06.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2013.02.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.05.20']
['PD01BR03', '2018.05.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '个人汽车消费贷款']
['PD01AR01', '2013.02.12']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.05.20']
['PD01BR03', '2018.05.20']
